 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
5222,195.80,28.46,537,33285.67,20.82,4838.33,15.07,0,0,176.82,13.23,447.00,2.71,213.26,18.12,153.53,12.80,1,1210.35,6.16,0.54,4
5223,244.58,174.59,537,41577.82,13.36,29679.96,10.54,0,0,272.46,16.79,487.18,2.68,164.16,11.43,122.86,7.96,1,2196.06,9.64,0.65,5
5224,89.93,195.37,538,15287.81,8.11,33213.66,7.56,0,0,440.05,15.38,439.66,2.97,178.10,7.07,165.81,6.53,1,4092.69,15.50,0.84,4
5225,226.77,52.11,538,38550.95,6.32,8859.54,6.47,0,0,404.75,11.86,463.59,2.23,165.65,5.50,169.59,5.65,1,2071.83,10.72,0.89,4
5226,89.95,195.33,539,15292.24,5.55,33206.90,6.22,0,0,487.06,15.05,451.89,2.45,140.28,5.12,154.45,5.32,1,2242.65,12.17,0.88,4
5227,226.70,52.06,539,38539.41,7.78,8849.53,7.62,0,0,414.98,14.79,469.41,2.75,167.49,6.74,164.32,6.68,1,2459.54,12.37,0.84,4
5228,239.18,205.94,539,40661.27,5.30,35009.09,4.98,0,0,783.92,17.84,509.02,3.48,178.78,4.61,168.35,4.36,1,6280.50,24.94,0.93,5
5229,89.89,195.30,540,15282.13,6.68,33201.14,5.73,0,0,476.53,15.00,441.45,2.51,162.69,5.84,138.54,4.85,1,1133.42,15.25,0.88,5
5230,226.74,52.14,540,38546.64,6.39,8863.85,7.13,0,0,465.31,16.24,478.15,2.67,140.31,5.52,157.04,6.25,1,4012.83,15.01,0.85,5
5231,235.66,204.85,540,40062.40,9.66,34823.92,10.22,0,0,303.38,13.37,477.20,2.60,168.11,8.36,177.94,8.90,1,1883.65,11.03,0.78,4
5232,58.76,28.02,541,9988.65,9.97,4763.85,10.54,0,0,324.27,12.54,424.40,2.93,198.27,8.72,209.64,9.22,0,2724.90,10.41,0.80,4
5233,65.50,71.78,541,11134.15,16.77,12202.92,21.41,0,0,220.01,13.28,445.32,3.79,214.49,14.83,273.64,18.92,0,5091.21,6.53,0.60,3
5234,89.85,195.50,541,15273.70,10.07,33235.83,9.96,0,0,362.91,15.47,443.35,3.15,181.40,8.78,179.29,8.65,1,3740.40,12.46,0.78,5
5235,94.97,146.01,541,16144.95,5.54,24822.50,5.75,0,0,583.52,12.69,454.46,2.90,195.72,4.84,203.31,5.03,0,6405.19,22.59,0.93,4
5236,226.62,52.08,541,38525.58,5.87,8853.23,5.39,0,0,494.07,15.83,466.96,2.36,139.01,4.83,132.67,5.11,1,1561.96,12.42,0.88,5
5237,57.67,26.83,542,9804.39,11.94,4561.71,15.69,0,0,252.39,12.54,430.31,3.06,184.87,10.46,242.99,13.75,1,3562.52,10.86,0.71,5
5238,90.02,195.39,542,15302.61,8.23,33215.65,8.25,0,0,343.85,13.19,454.62,2.43,164.78,7.21,164.74,7.10,1,3271.71,11.75,0.82,4
5239,97.80,146.26,542,16626.54,11.13,24864.86,12.20,0,0,362.76,14.50,455.14,3.79,214.53,9.79,235.19,10.73,0,4684.77,11.85,0.78,3
5240,113.70,40.10,542,19329.33,5.74,6817.58,7.12,0,0,495.74,11.80,443.00,2.80,185.53,5.03,229.89,6.23,1,6323.08,18.87,0.92,4
5241,226.52,52.23,542,38508.06,8.42,8878.58,8.06,0,0,353.26,15.41,464.35,2.46,146.16,6.98,141.54,7.03,1,990.85,12.28,0.79,5
5242,38.32,5.03,543,6514.66,10.23,855.46,11.26,0,0,256.71,9.96,409.21,2.45,202.86,8.97,223.27,9.87,0,0.00,0.00,0.80,3
5243,89.86,195.28,543,15276.19,9.20,33197.26,9.16,0,0,310.19,14.26,449.85,2.43,153.98,8.10,152.62,7.90,1,3187.83,8.88,0.77,4
5244,96.46,149.11,543,16397.77,6.24,25348.07,7.86,0,0,496.60,15.54,461.78,2.99,151.88,5.28,192.50,6.83,1,3447.02,17.24,0.87,5
5245,113.91,39.89,543,19365.16,3.57,6781.28,3.89,0,0,827.96,15.11,446.01,2.65,151.18,3.18,164.07,3.40,1,5162.98,29.41,0.95,5
5246,224.25,80.80,543,38123.07,5.07,13736.43,5.40,0,0,547.14,14.53,467.29,2.44,146.36,4.39,156.08,4.71,1,2348.94,12.53,0.91,4
5247,231.69,201.76,543,39386.53,4.18,34299.29,4.59,0,0,779.57,16.01,491.45,2.93,155.60,3.59,171.43,3.99,1,5515.31,25.03,0.94,4
5248,37.67,6.15,544,6403.55,12.68,1044.71,16.44,0,0,209.63,11.13,418.52,2.68,183.66,11.10,238.22,14.40,1,0.00,0.00,0.68,3
5249,52.69,35.16,544,8957.76,12.99,5977.07,13.83,0,0,224.79,10.18,430.97,2.71,221.07,11.43,235.37,12.17,0,3386.54,8.05,0.74,3
5250,90.01,195.43,544,15301.88,6.15,33222.67,6.02,0,0,410.87,13.59,448.64,2.11,143.98,5.60,136.62,4.86,1,1575.38,12.91,0.87,4
5251,95.83,150.27,544,16291.45,2.56,25546.38,2.49,0,0,1626.58,20.62,463.58,3.51,155.16,2.24,150.56,2.15,1,9258.46,55.86,0.98,5
5252,224.28,80.92,544,38127.97,3.57,13756.97,4.12,0,0,678.55,12.94,467.74,2.22,143.28,3.06,165.77,3.60,1,3311.06,15.32,0.95,5
5253,226.70,52.10,544,38539.63,9.89,8856.55,9.41,0,0,328.19,16.82,470.96,2.70,147.91,8.46,142.68,8.53,1,2409.88,8.35,0.73,4
5254,233.19,202.35,544,39641.76,11.95,34400.12,10.90,0,0,430.38,25.31,512.27,4.16,155.62,10.43,140.38,9.09,1,5347.62,13.20,0.67,4
5255,244.52,174.60,544,41568.36,15.51,29681.99,15.94,0,0,194.81,13.78,487.89,2.64,167.89,13.37,172.68,13.79,1,1181.69,5.88,0.57,5
5256,51.59,38.21,545,8771.02,12.07,6495.83,15.74,0,0,207.10,10.84,422.05,2.51,177.09,10.52,231.12,13.76,1,2559.60,8.73,0.69,4
5257,82.88,77.66,545,14090.05,9.36,13202.42,16.06,0,0,239.35,11.07,445.85,2.59,156.32,8.32,267.43,14.06,1,2949.90,8.11,0.74,4
5258,89.84,195.42,545,15272.62,9.24,33222.04,9.24,0,0,359.34,15.89,438.87,2.84,160.50,8.08,159.84,7.91,1,2066.04,13.69,0.78,5
5259,95.47,149.86,545,16230.00,6.64,25476.87,6.09,0,0,547.74,15.41,456.64,3.01,181.18,5.76,166.24,5.32,1,4830.92,16.64,0.89,4
5260,120.03,20.86,545,20404.45,10.45,3545.67,8.72,0,0,358.14,11.10,431.32,3.10,260.27,9.23,217.13,7.69,0,4180.15,10.34,0.85,3
5261,224.29,80.97,545,38130.13,6.01,13765.17,6.15,0,0,605.32,16.85,462.31,3.17,165.57,5.20,169.63,5.37,1,2716.10,16.02,0.90,4
5262,235.13,193.19,545,39971.53,13.67,32841.99,13.79,0,0,443.97,31.92,516.79,5.21,147.10,12.18,147.94,12.11,1,4643.44,10.82,0.58,4
5263,244.62,174.59,545,41585.46,11.80,29679.91,14.23,0,0,203.23,11.06,487.02,2.29,166.22,10.21,200.64,12.39,1,1574.12,8.28,0.69,4
5264,79.31,63.34,546,13483.24,15.50,10768.46,18.01,0,0,190.20,10.74,438.13,2.86,211.69,13.65,245.83,15.84,0,2078.44,5.28,0.64,4
5265,90.06,195.25,546,15309.47,8.46,33191.96,8.14,0,0,354.99,13.34,449.60,2.54,172.86,7.38,166.10,7.07,1,2122.17,9.08,0.83,4
5266,94.86,149.63,546,16125.64,9.56,25436.45,9.74,0,0,402.87,15.44,458.52,3.41,191.75,8.35,195.28,8.50,0,4444.27,14.40,0.81,4
5267,119.47,19.50,546,20310.51,16.19,3315.13,19.17,0,0,220.61,16.48,445.23,3.37,166.08,13.97,196.84,16.68,1,2270.12,4.74,0.54,4
5268,123.68,151.83,546,21026.13,7.95,25810.88,8.60,0,0,370.07,14.25,458.15,2.63,158.11,6.85,171.23,7.48,1,2497.71,12.24,0.82,4
5269,224.25,80.93,546,38122.74,4.98,13758.90,4.46,0,0,659.73,17.42,469.88,2.66,145.52,4.30,133.59,4.23,1,2615.92,16.28,0.91,5
5270,231.60,200.37,546,39371.74,2.73,34062.87,3.01,0,0,1225.42,16.98,502.22,2.99,149.60,2.30,165.87,2.59,1,7822.31,38.86,0.97,5
5271,30.17,8.31,547,5129.08,6.10,1412.00,7.98,0,0,414.33,11.59,423.88,2.53,167.77,5.35,219.21,6.96,1,4594.50,13.03,0.89,4
5272,86.50,65.33,547,14705.76,21.94,11105.63,12.85,0,0,185.81,14.29,462.43,2.64,217.81,19.03,123.91,10.37,1,3437.29,7.40,0.54,5
5273,90.02,195.33,547,15304.11,9.67,33205.42,11.22,0,0,323.72,15.83,451.71,2.90,152.78,8.62,176.29,9.72,1,3890.31,10.92,0.74,5
5274,97.34,148.01,547,16547.14,4.82,25162.35,4.60,0,0,672.20,14.20,456.20,2.73,174.92,4.18,167.32,4.03,1,4531.73,22.65,0.94,4
5275,123.67,151.78,547,21023.41,7.26,25803.11,8.11,0,0,353.70,12.82,456.93,2.32,153.02,6.21,171.37,7.04,1,1413.44,8.47,0.84,4
5276,142.92,235.82,547,24296.13,12.97,40088.97,11.52,0,0,265.83,11.08,466.58,2.92,239.76,11.40,213.11,10.14,0,3418.25,9.00,0.77,4
5277,195.90,28.40,547,33302.46,12.95,4828.08,11.53,0,0,226.34,14.82,447.35,2.32,151.48,11.46,130.26,9.11,1,689.73,6.73,0.62,4
5278,202.34,165.01,547,34398.34,12.76,28051.31,10.65,0,0,275.63,14.63,489.72,2.77,184.75,11.08,154.81,9.47,1,1550.29,8.88,0.71,5
5279,230.83,197.43,547,39241.48,10.25,33562.62,10.66,0,0,311.07,15.98,484.84,2.78,153.27,9.00,158.64,9.10,1,2200.79,10.33,0.73,5
5280,89.82,195.45,548,15269.51,8.19,33226.05,9.13,0,0,348.80,14.21,447.56,2.59,154.55,7.18,171.70,7.88,1,2890.46,12.09,0.81,5
5281,96.69,148.01,548,16437.22,9.91,25161.56,9.59,0,0,327.69,11.26,456.06,2.85,221.97,8.70,214.87,8.42,0,3224.38,8.72,0.83,4
5282,123.68,151.91,548,21025.21,8.38,25824.59,7.82,0,0,356.12,12.81,446.81,2.49,178.95,7.28,167.23,6.85,1,1248.52,8.32,0.84,4
5283,141.57,236.90,548,24066.14,3.45,40273.83,3.52,0,0,1130.20,19.34,480.04,3.36,153.79,2.92,158.11,3.10,1,8041.69,41.74,0.96,5
5284,90.05,195.37,549,15309.10,7.45,33213.53,7.42,0,0,417.55,16.24,447.17,2.64,148.03,6.69,145.10,6.22,1,3237.56,13.24,0.82,4
5285,97.48,151.16,549,16572.24,8.91,25697.21,11.73,0,0,253.75,8.87,450.00,2.33,196.44,7.84,258.57,10.32,0,3239.71,6.90,0.83,3
5286,119.39,10.24,549,20296.09,12.76,1741.52,12.13,0,0,238.53,13.34,433.79,2.56,175.01,11.05,166.50,10.55,1,802.02,6.00,0.68,4
5287,141.73,234.44,549,24093.81,7.91,39854.26,12.80,0,0,734.71,27.64,494.00,6.52,161.76,6.91,261.66,11.20,1,9544.62,32.06,0.81,5
5288,212.60,72.10,549,36142.65,5.38,12256.15,5.69,0,0,565.14,16.66,474.20,2.64,137.30,4.39,148.51,5.07,1,2214.46,17.16,0.89,4
5289,89.84,195.34,550,15271.98,6.84,33207.45,7.25,0,0,382.91,12.26,440.66,2.32,164.04,5.97,173.79,6.29,1,1706.21,12.77,0.87,4
5290,100.08,147.81,550,17013.39,9.83,25127.37,6.63,0,0,337.50,12.26,452.61,2.36,208.04,8.54,141.03,5.89,1,2845.60,11.56,0.84,4
5291,118.64,6.66,550,20169.43,9.02,1131.86,13.20,0,0,302.10,10.77,441.63,2.98,195.42,7.96,285.60,11.65,0,5408.52,11.63,0.82,3
5292,141.85,233.90,550,24115.14,2.90,39762.74,3.06,0,0,1241.08,18.15,489.88,3.17,152.67,2.55,161.15,2.68,1,8240.29,33.17,0.97,4
5293,212.65,72.11,550,36150.36,4.98,12258.95,6.20,0,0,536.83,15.61,464.72,2.50,126.83,3.98,162.79,5.41,1,798.04,17.46,0.89,5
5294,244.50,174.59,550,41564.40,19.85,29680.59,16.62,0,0,182.37,14.69,482.35,2.85,188.92,17.23,157.71,14.22,1,664.96,6.36,0.51,5
5295,95.25,176.55,551,16192.50,14.02,30012.68,14.29,0,0,207.67,13.51,447.17,2.53,165.23,12.18,168.19,12.32,1,1383.10,5.69,0.61,4
5296,99.32,147.94,551,16884.18,10.18,25150.17,10.77,0,0,285.92,11.14,452.60,2.65,200.98,8.91,212.76,9.43,0,2775.85,10.43,0.80,4
5297,117.14,5.86,551,19914.46,8.65,995.53,8.19,0,0,409.18,12.00,430.60,3.08,227.21,7.60,215.17,7.20,0,0.00,0.00,0.87,3
5298,142.36,236.64,551,24201.78,21.75,40229.57,18.86,0,0,293.93,29.90,489.55,5.05,163.11,18.68,140.13,15.70,1,2904.92,9.36,0.41,5
5299,95.14,176.70,552,16173.16,4.97,30038.25,5.03,0,0,618.04,15.38,453.30,2.64,153.81,4.38,154.72,4.32,1,3629.25,17.99,0.92,4
5300,123.64,151.74,552,21019.27,10.41,25796.41,10.37,0,0,326.59,17.12,455.75,2.89,151.34,8.85,151.41,8.97,1,1647.88,10.67,0.72,4
5301,244.60,174.67,552,41581.96,10.62,29693.77,12.30,0,0,256.09,14.68,490.48,2.48,139.35,8.71,163.57,10.58,1,2974.60,7.82,0.68,5
5302,20.08,251.04,553,3413.53,5.26,42676.27,4.73,0,0,703.09,17.54,425.30,3.01,162.47,4.61,147.24,4.27,1,0.00,0.00,0.92,5
5303,95.15,176.62,553,16176.35,5.72,30025.63,5.81,0,0,591.70,17.15,449.89,2.91,151.77,5.04,153.01,4.94,1,3180.21,17.46,0.89,5
5304,97.67,149.66,553,16603.45,13.66,25442.83,20.74,0,0,190.40,11.18,449.39,2.86,179.14,11.99,271.95,18.22,1,2097.75,8.59,0.63,4
5305,90.08,195.28,554,15313.72,9.60,33198.28,8.21,0,0,405.51,17.64,443.78,3.08,169.36,8.37,144.28,7.04,1,1671.90,14.01,0.79,5
5306,123.76,151.67,554,21038.73,5.72,25783.43,5.45,0,0,453.40,13.42,459.92,2.14,147.68,4.95,139.46,4.56,1,2085.40,13.18,0.89,5
5307,157.44,134.83,554,26765.11,6.52,22921.70,7.10,0,0,468.13,13.36,469.66,2.77,175.41,5.66,191.08,6.19,1,2872.21,14.47,0.89,4
5308,226.55,52.16,554,38513.65,11.20,8867.37,9.86,0,0,265.43,13.64,454.81,2.39,167.02,9.63,147.83,8.72,1,798.25,8.44,0.72,4
5309,113.37,19.19,555,19272.47,12.47,3263.09,16.48,0,0,228.77,11.23,430.77,2.94,195.69,10.97,258.59,14.49,0,2492.75,7.85,0.71,3
5310,135.66,88.05,555,23062.89,22.17,14968.33,20.41,0,0,132.63,8.45,445.38,2.60,269.28,19.68,247.86,18.12,0,2800.94,4.68,0.56,3
5311,157.04,134.43,555,26695.99,4.32,22853.46,4.66,0,0,637.92,13.78,466.14,2.45,154.22,3.84,165.24,4.00,1,3414.04,19.00,0.94,4
5312,89.85,195.46,556,15274.41,8.53,33227.79,10.34,0,0,345.98,16.35,448.41,2.78,139.98,7.68,167.86,8.89,1,2671.96,10.27,0.76,5
5313,112.06,13.60,556,19049.76,11.84,2311.55,11.24,0,0,220.74,8.84,443.32,2.28,227.73,10.40,216.25,9.88,0,2835.15,9.26,0.78,3
5314,123.74,151.71,556,21035.88,9.33,25791.16,7.40,0,0,381.65,15.59,462.34,2.70,174.84,8.08,138.02,6.31,1,2219.06,10.75,0.80,4
5315,155.15,133.49,556,26375.10,10.39,22693.52,5.09,0,0,653.84,15.97,467.10,4.22,326.25,9.28,160.37,4.41,1,7654.04,17.76,0.91,4
5316,20.13,251.04,557,3421.82,4.14,42677.14,3.94,0,0,694.31,13.69,436.02,2.41,161.46,3.62,154.38,3.50,1,0.00,0.00,0.95,5
5317,89.85,195.34,557,15274.56,8.91,33208.63,8.15,0,0,391.12,17.20,449.37,2.83,155.36,7.81,140.52,6.81,1,2343.15,10.99,0.78,4
5318,107.71,6.32,557,18311.48,15.44,1074.01,13.14,0,0,215.67,11.85,445.86,2.70,216.12,13.50,183.91,11.48,1,0.00,0.00,0.67,4
5319,111.98,159.15,557,19037.00,15.72,27055.35,13.15,0,0,215.08,10.18,452.25,2.79,256.21,13.86,214.38,11.59,0,2232.02,5.24,0.72,4
5320,153.90,132.09,557,26162.99,3.63,22455.97,4.06,0,0,745.68,12.15,465.12,2.49,171.14,3.17,191.45,3.54,1,5984.23,24.05,0.96,4
5321,191.77,200.92,557,32600.29,3.38,34157.22,3.39,0,0,1278.66,20.51,514.98,3.72,161.62,2.93,162.70,2.98,1,9731.54,32.12,0.96,4
5322,210.16,34.62,557,35727.10,5.11,5884.79,5.02,0,0,646.11,14.50,460.95,2.83,174.63,4.45,171.63,4.35,1,4762.88,24.48,0.93,4
5323,226.76,52.23,557,38548.92,9.91,8878.54,9.93,0,0,314.97,15.81,469.38,2.67,151.36,8.59,151.84,8.64,1,1234.33,8.50,0.74,4
5324,89.94,195.33,559,15290.35,7.24,33206.28,6.21,0,0,443.38,14.93,448.40,2.53,164.68,6.33,139.86,5.21,1,3525.19,16.12,0.86,5
5325,195.97,28.47,559,33315.69,16.61,4840.01,14.60,0,0,189.62,11.89,446.87,2.58,203.44,14.49,178.84,12.71,1,883.35,4.75,0.62,4
5326,213.24,46.42,559,36250.83,7.59,7890.85,7.74,0,0,427.59,14.61,467.12,2.83,170.41,6.60,173.72,6.70,1,4831.08,13.93,0.85,4
5327,226.58,52.01,559,38519.10,7.55,8841.61,8.90,0,0,331.87,14.29,467.66,2.28,128.95,5.89,158.01,7.83,1,-90.44,8.73,0.79,5
5328,244.59,174.60,559,41580.29,16.68,29681.90,15.89,0,0,190.83,13.41,485.99,2.69,182.19,14.49,173.49,13.77,1,1498.23,7.94,0.57,4
5329,89.98,195.42,558,15296.86,6.15,33220.88,5.93,0,0,428.72,13.45,450.99,2.20,151.17,5.49,143.15,4.91,1,3180.69,14.73,0.88,5
5330,114.83,162.10,558,19521.82,16.92,27556.75,15.58,0,0,186.79,9.66,453.30,2.76,252.49,14.95,232.55,13.77,0,2175.52,5.54,0.67,3
5331,212.39,45.36,558,36106.62,7.49,7711.14,7.07,0,0,428.23,13.85,470.44,2.69,177.60,6.49,167.53,6.11,1,3289.90,12.15,0.86,4
5332,244.49,174.53,558,41563.40,20.05,29669.66,16.58,0,0,196.91,16.33,492.14,3.08,185.08,17.38,152.18,14.01,1,1875.94,7.91,0.49,4
5333,48.01,10.56,560,8161.14,17.00,1795.57,18.89,0,0,163.95,8.80,423.30,2.71,244.98,15.09,272.16,16.76,0,2750.25,5.49,0.64,3
5334,89.93,195.37,560,15287.26,8.34,33213.46,8.44,0,0,416.41,18.25,451.22,2.97,147.15,7.49,146.66,7.09,1,3284.06,13.17,0.79,5
5335,149.87,135.42,560,25477.41,12.92,23021.30,15.94,0,0,231.51,10.37,458.68,3.03,222.86,11.44,274.73,14.10,0,2388.50,8.23,0.73,3
5336,213.38,50.48,560,36274.46,5.87,8581.70,5.74,0,0,546.02,12.91,468.12,2.77,190.78,5.12,186.56,5.00,1,5162.40,19.77,0.92,4
5337,89.94,195.41,561,15289.73,6.12,33219.00,6.52,0,0,457.47,14.48,450.56,2.47,149.48,5.48,157.64,5.57,1,3979.15,11.57,0.87,4
5338,95.16,176.56,561,16176.90,7.62,30014.77,7.34,0,0,400.41,14.60,443.44,2.56,160.24,6.66,153.37,6.21,1,2007.44,18.09,0.84,5
5339,150.02,135.39,561,25503.35,11.90,23015.95,12.20,0,0,263.08,12.33,467.96,2.78,195.19,10.40,200.21,10.66,0,2737.46,6.73,0.74,4
5340,169.00,129.34,561,28729.25,16.59,21988.29,8.59,0,0,312.80,12.91,466.91,3.31,308.68,14.74,160.34,7.49,1,3196.75,10.61,0.78,4
5341,195.41,28.92,561,33219.96,14.00,4916.40,18.49,0,0,190.57,12.40,452.21,2.68,164.96,12.11,218.26,16.13,1,2901.52,7.91,0.60,4
5342,213.44,51.03,561,36284.90,7.10,8675.33,6.18,0,0,604.79,17.48,471.36,3.47,188.49,6.17,164.52,5.43,1,5080.27,18.63,0.89,4
5343,89.86,195.39,562,15275.50,7.69,33216.85,7.28,0,0,430.96,16.63,444.44,2.73,152.96,6.76,142.82,6.04,1,2416.10,13.41,0.83,5
5344,95.15,176.73,562,16174.95,4.69,30043.53,4.73,0,0,639.76,15.40,454.54,2.57,150.17,4.14,150.60,4.08,1,4120.10,18.26,0.92,4
5345,150.10,136.17,562,25516.34,5.78,23149.11,6.15,0,0,560.34,13.22,471.17,2.93,188.49,5.05,200.47,5.37,1,5779.23,16.48,0.92,4
5346,157.03,22.86,562,26694.32,3.72,3886.65,3.83,0,0,691.72,12.15,442.33,2.25,163.21,3.27,167.66,3.34,1,4571.60,19.32,0.96,4
5347,214.09,49.75,562,36396.07,3.55,8457.37,3.71,0,0,918.42,17.00,487.27,2.85,148.53,3.18,154.01,3.21,1,7634.21,25.59,0.95,4
5348,229.69,197.54,562,39046.86,9.06,33582.63,9.24,0,0,365.24,16.21,484.68,2.85,156.12,7.79,158.96,7.88,1,3437.10,12.01,0.78,4
5349,89.97,195.37,563,15295.43,8.05,33212.12,7.07,0,0,418.44,15.15,444.26,2.70,170.45,7.02,148.81,5.99,1,2347.17,11.40,0.84,5
5350,151.07,136.71,563,25681.88,5.36,23240.15,4.07,0,0,763.70,14.95,476.02,3.10,210.38,4.67,159.63,3.53,1,6620.81,25.90,0.94,4
5351,195.26,29.41,563,33194.00,14.53,4999.22,24.51,0,0,182.95,11.97,452.68,3.06,171.35,12.76,287.40,21.84,1,2237.00,8.85,0.59,5
5352,209.25,55.95,563,35572.97,7.94,9511.12,6.95,0,0,546.01,18.61,484.30,3.50,178.99,6.90,157.17,6.15,1,3981.17,16.02,0.85,4
5353,244.57,174.75,563,41576.90,19.67,29706.96,15.15,0,0,194.83,14.35,484.77,2.92,204.99,17.11,157.87,13.18,1,768.52,5.87,0.55,4
5354,20.12,251.04,564,3419.98,4.10,42677.53,3.92,0,0,763.90,15.20,430.36,2.63,158.68,3.60,152.17,3.49,1,0.00,0.00,0.95,4
5355,90.00,195.34,564,15300.65,8.75,33207.31,7.40,0,0,378.58,13.79,446.34,2.62,184.26,7.61,155.36,6.35,1,2973.96,11.51,0.83,4
5356,95.29,176.67,564,16199.49,6.16,30033.91,7.00,0,0,515.24,16.75,464.58,2.89,144.71,5.28,164.79,6.04,1,4550.38,18.77,0.87,5
5357,151.58,137.44,564,25768.17,4.10,23364.10,4.22,0,0,837.21,16.07,482.42,2.99,163.39,3.52,168.34,3.64,1,5822.08,26.01,0.95,4
5358,157.09,22.81,564,26705.43,4.90,3878.05,6.04,0,0,587.79,15.47,446.16,2.75,144.52,4.43,176.52,5.24,1,5133.12,21.78,0.91,5
5359,209.40,55.87,564,35598.54,3.93,9497.08,3.89,0,0,775.64,14.94,478.54,2.59,155.75,3.35,155.36,3.42,1,4656.27,27.47,0.95,4
5360,226.71,52.13,564,38541.43,11.44,8861.90,10.81,0,0,260.36,12.68,466.69,2.51,180.26,9.94,170.47,9.44,1,1413.62,6.22,0.73,4
5361,83.46,19.13,565,14187.82,11.43,3251.32,15.48,0,0,222.62,9.78,424.43,2.67,200.81,10.08,271.51,13.69,0,2586.60,7.92,0.75,4
5362,89.89,195.42,565,15281.59,7.10,33222.00,7.20,0,0,461.33,16.43,439.21,2.82,153.52,6.28,154.29,6.11,1,2725.81,15.50,0.85,5
5363,150.83,136.85,565,25640.88,5.13,23264.59,5.89,0,0,651.57,17.26,471.68,3.07,149.35,4.53,170.83,5.12,1,4668.62,16.66,0.91,4
5364,195.28,29.62,565,33197.96,19.42,5035.25,22.75,0,0,170.11,12.57,451.56,3.19,202.45,17.06,237.12,19.97,0,1356.90,5.76,0.52,4
5365,209.42,55.91,565,35601.86,3.14,9505.23,3.22,0,0,857.62,13.56,471.79,2.32,151.13,2.65,156.50,2.84,1,5355.31,26.29,0.96,4
5366,241.06,5.40,565,40980.20,6.51,917.78,7.64,0,0,471.07,16.15,477.82,2.86,147.20,5.87,171.18,6.60,1,0.00,0.00,0.86,5
5367,244.53,174.46,565,41569.53,13.62,29657.76,10.75,0,0,221.51,12.80,487.90,2.28,179.91,11.78,139.65,8.75,1,2519.25,8.16,0.67,4
5368,95.18,176.60,566,16180.06,5.58,30021.63,6.06,0,0,559.65,15.69,451.34,2.79,153.18,4.90,165.70,5.22,1,3436.77,16.94,0.90,4
5369,141.59,233.10,566,24070.55,64.34,39626.45,20.18,0,0,139.87,8.22,460.50,3.81,636.42,67.09,269.83,18.41,1,3668.27,6.66,0.55,6
5370,149.87,135.61,566,25478.26,5.96,23052.93,7.01,0,0,507.30,13.69,473.09,2.85,169.76,5.22,199.59,6.11,1,4370.02,16.26,0.90,4
5371,195.21,29.43,566,33186.51,19.50,5002.69,18.67,0,0,161.53,9.09,445.15,2.85,267.99,17.33,256.66,16.59,0,2052.88,6.06,0.62,3
5372,209.36,55.84,566,35590.81,4.06,9493.13,3.88,0,0,721.51,13.37,475.11,2.46,167.81,3.50,160.73,3.39,1,5432.31,19.59,0.95,4
5373,234.24,9.00,566,39820.07,11.71,1530.49,13.70,0,0,257.87,12.38,469.38,2.88,187.59,10.24,219.56,11.99,1,2905.79,7.68,0.73,4
5374,89.93,195.44,567,15287.47,6.64,33224.14,6.55,0,0,409.55,12.94,449.22,2.31,161.40,5.83,158.40,5.59,1,2871.98,11.15,0.87,4
5375,155.25,133.83,567,26392.04,4.33,22751.24,4.63,0,0,746.76,15.92,467.59,2.87,155.84,3.76,166.71,4.03,1,3026.88,19.74,0.94,4
5376,209.38,55.96,567,35595.07,3.85,9513.90,4.37,0,0,773.63,15.31,471.49,2.71,147.75,3.24,169.18,3.81,1,3509.29,18.76,0.95,4
5377,82.24,8.05,568,13981.15,9.99,1367.79,10.21,0,0,297.79,11.86,423.38,2.64,192.85,8.72,197.03,8.92,0,3671.71,9.77,0.80,4
5378,89.92,195.40,568,15285.92,5.80,33217.36,6.28,0,0,458.00,14.72,443.08,2.36,140.51,5.31,149.18,5.29,1,3032.52,13.28,0.87,5
5379,155.93,129.08,568,26508.49,5.54,21944.03,5.32,0,0,599.50,14.87,463.45,2.81,171.64,4.84,164.95,4.66,1,4102.48,14.54,0.92,4
5380,209.40,55.85,568,35598.29,3.12,9495.02,2.92,0,0,918.67,13.38,473.13,2.38,164.36,2.69,154.22,2.57,1,6142.15,30.13,0.97,4
5381,89.87,195.37,569,15277.66,8.28,33212.80,9.25,0,0,363.82,15.54,445.30,2.73,149.63,7.35,166.10,7.97,1,2805.06,11.42,0.79,5
5382,157.18,129.30,569,26721.08,16.79,21980.49,14.67,0,0,237.41,9.60,463.22,3.53,322.18,15.24,282.77,13.21,0,3951.06,7.39,0.73,3
5383,162.76,64.04,569,27669.39,4.56,10886.04,4.55,0,0,670.65,13.47,457.06,2.64,174.39,3.97,174.04,3.97,1,4991.12,20.86,0.94,4
5384,209.36,55.88,569,35591.37,4.18,9499.86,4.02,0,0,843.49,16.27,466.53,2.97,166.17,3.61,160.28,3.53,1,4648.12,25.30,0.95,4
5385,20.10,251.11,570,3417.31,4.72,42688.62,4.88,0,0,665.63,16.26,432.48,2.74,149.39,4.20,154.19,4.31,1,0.00,0.00,0.92,4
